source_path,size_bytes,sha256,disposition,canonical_target,reason
Lattices/lattice-based-cryptanalysis-main/pyproject.toml,182,a028f275e2ab65828205f819bb0c5cd1bb48711c080a523e2ef96cfb71259eb0,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/README.md,1430,1fbb42e7c3a300f436508693295632c14a4847aecd0d973cd7cdaa293def2bf7,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/setup.cfg,86,8b20277b49aafa8cf915f7310e82115b7af378bb77f17a5eea00e05b49c55337,reference-only-third-party,src/content/blog/lattice-cryptanalysis-bridge.md,Third-party attack toolkit used only as a reference; not duplicated into canonical code.
Lattices/lattice-based-cryptanalysis-main/tutorial.pdf,398542,f7ab942de00b49088747c29275e1b1dda5f0dc0a063d4e77d95de9378dba9c5a,excluded-paper-or-pdf,—,Third-party tutorial PDF excluded under compact-master policy.
Lattices/Lattice-Based-Cryptography-main.zip,403521,074d1feb637eb9b73b9a57f0cf9e3015832440de0e0a3bb214e3cb2fecfcb75c,reference-only-third-party,src/content/blog/learning-with-errors.md,Third-party student project used only to cross-check LWE attack taxonomy; archive not carried.
Lattices/Lattices/1.Lattices Introduction.md,6534,8299c6122c61d4f44e89afcb9dd21bbed5e7e659046213ae1d30ff7c51242c87,integrated-reworked,src/content/blog/integer-lattices-foundations.md,Core lattice/NTRU material retained in corrected canonical form.
Lattices/Lattices/2.Hard Lattice problems.md,1543,f354c9115b9a4fb928f81391281060f040122d2674b92523bc5fe17025e74b38,integrated-reworked,src/content/blog/lattice-hard-problems.md,Core lattice/NTRU material retained in corrected canonical form.
Lattices/Lattices/3.LLL.md,6696,3c194d4885306035cf74c32712ebabc10f28cc0a922715a0045683c890ef1c01,integrated-reworked,src/content/blog/lll-lattice-reduction-foundations.md,Core lattice/NTRU material retained in corrected canonical form.
Lattices/Lattices/4.Short Integer Solutions.md,4613,047ba5d765c0d5d8f4a7cd4ac30e00ff956bfcd623a474e6339a53ebf5fa32f8,integrated-reworked,src/content/blog/qary-lattices-sis.md,Core lattice/NTRU material retained in corrected canonical form.
Lattices/Lattices/5.LWE.md,7453,b46dbb257753b4ebeaa2c19fc66aa3f0e2f72bd8a1b90f0aaf4ed8115ad59516,integrated-reworked,src/content/blog/learning-with-errors.md,Core lattice/NTRU material retained in corrected canonical form.
Lattices/Lattices/images/Ajtaioneway.PNG,26009,e62cb56b7d55f40034e3f074c2a0e2ec70eddac7e46eae855ec44c42de741c3c,integrated-asset,public/images/blog/lattices/ajtaioneway.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/bdd.PNG,121516,6ad6349f963bf076d527c0d8f7a16e98dbe60982a5b7eb7372aa823e00a4dc09,integrated-asset,public/images/blog/lattices/bdd.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/compress.PNG,33503,393bbff95801895659284bca6392886eb6ed51bc29832afe9c00e27a18d7ea29,integrated-asset,public/images/blog/lattices/compress.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/cvpsolution.PNG,34465,9514d487b032ba8331fb1944fd1b9838e2cb14ebbf762514207ab42ce8c80278,integrated-asset,public/images/blog/lattices/cvpsolution.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/dual.PNG,61513,36a11d0fba465000ca58900f542aaa2d8760e6cb061cecf4602146a5f8731caa,integrated-asset,public/images/blog/lattices/dual.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/embedings.PNG,156489,283bf58c56e7c538b7fb5aff31c5d04fbb417eb38550756ced80121342526e93,integrated-asset,public/images/blog/lattices/embedings.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/lattice1.PNG,97089,800fbd3d8753ec15c15859aaa98e17dde7fd2fa2493925f74d4074b9363dfb73,integrated-asset,public/images/blog/lattices/lattice1.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/lattice2.PNG,103074,970914897033c42ba410faa6594031ba6b3f494f805dd2ac08f857ccf05b24d8,integrated-asset,public/images/blog/lattices/lattice2.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/lattice3.PNG,72567,ea8ca624e70a5bab13de7ee6c17e6e6837ef0137e640a764f523052d345a5c8d,integrated-asset,public/images/blog/lattices/lattice3.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/lattice4.PNG,126828,7deadcf3e070d5537b51fb4f1fe7d83ef7d18704ac465c967ecc012d7323c6ef,integrated-asset,public/images/blog/lattices/lattice4.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/lattice5.PNG,158766,50400da5843efcdcc57bb7549bc0d4c8802890bea5d89f2cf6882046b88b62f6,integrated-asset,public/images/blog/lattices/lattice5.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/lattice6.PNG,31683,61aead87f6c83e9a36e8f73a7401ea0191e223c11a2d7357451bdb1959f6baa0,integrated-asset,public/images/blog/lattices/lattice6.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/lwe1.PNG,27397,f73b1abe4838ebdaf66d41483c12ea1a0af49154c304b374b4987be092c91736,integrated-asset,public/images/blog/lattices/lwe1.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/lwe2.PNG,22878,ae8b6caa77ae80eafdca72e53e1518837590d191a05de5c5f9bd0c4b16ba6990,integrated-asset,public/images/blog/lattices/lwe2.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/qary.PNG,18628,21c6679cb82fcc6d8a96e7adb7336b441c8e06a6e91f580d761fcfe188de6d81,integrated-asset,public/images/blog/lattices/qary.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/ringlwe.PNG,41632,88ab877b0acf345e59b70e9b4e84096379d4a2c5110960655b84293af9d43a9c,integrated-asset,public/images/blog/lattices/ringlwe.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/scalarprojection.PNG,43871,618cddc0a03604b3e25debe64ddd736e11cd9a0fedf42cbcd667c6494f8e770f,integrated-asset,public/images/blog/lattices/scalarprojection.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/sisvslwe.PNG,268819,66d42700cace565ab074c53b490e1574260256c997fb5cb2b591870b16174c72,integrated-asset,public/images/blog/lattices/sisvslwe.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/svpsolution.PNG,36290,288c4a54e8c37e6db9c6c79fa0b896f777f140cf50fe824df5ba54b880ba7e5e,integrated-asset,public/images/blog/lattices/svpsolution.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/syndrome.PNG,19892,7724ad92d73456596016bf0fb176e1473509d444eb13b4957683272ddf2e176d,integrated-asset,public/images/blog/lattices/syndrome.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/vectorprojection.PNG,27191,ffc8031e18c0c7417ee82d82de36d499648bb04e4ba49b8b45a7313e6d0f72a2,integrated-asset,public/images/blog/lattices/vectorprojection.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/images/volume.PNG,26636,283c963ecc52db4a0ec8a3f72d121b8895df7b0a451fed54f862ef074935da3c,integrated-asset,public/images/blog/lattices/volume.png,Core lattice figure retained and normalized to a stable lowercase site path.
Lattices/Lattices/Schemes/NTRU/Fast-GSD/IsometricGSNTRU.md,5856,19a2714348a3d636375056b8b9389297799c7bee56ca39e1140fba5e34617946,integrated-reworked,src/content/blog/ntru-structured-gram-schmidt.md,Core lattice/NTRU material retained in corrected canonical form.
Lattices/Lattices/Schemes/NTRU/Fast-GSD/NTRUwithISometricGSandGS.sage,18785,8b6a9e725b619169b4518887557358642e6e551e63f23e2fc0b1586abd924c1d,integrated-code,experiments/lattices/ntru-gsd/structured_gsd.sage,Core lattice/NTRU material retained in corrected canonical form.
Lattices/Lattices/Schemes/NTRU/Images/f_g.png,4946,590bad675047493874c14e35802a32486c805bc00f45199893cf3c5d66b3e718,integrated-asset,public/images/blog/ntru/f_g.png,NTRU explanatory figure retained under a stable canonical site path.
Lattices/Lattices/Schemes/NTRU/Images/Lattice.png,69414,31ee52e6617551ed71067cdf39d0ab9f76d3b4d042f2270420ce1468d39ec487,integrated-asset,public/images/blog/ntru/lattice.png,NTRU explanatory figure retained under a stable canonical site path.
Lattices/Lattices/Schemes/NTRU/Images/NTRu_1.png,121,4da41ccccd2a4a093bc34ccc79f688474baf2d38fe5736fd625b1c1ae30d7f5b,integrated-asset,public/images/blog/ntru/ntru_1.png,NTRU explanatory figure retained under a stable canonical site path.
Lattices/Lattices/Schemes/NTRU/Images/Ntru_gen.png,70741,dc0b54365410fba339f658d1edfc332a10f4cf354bd8a967cd1548816228d141,integrated-asset,public/images/blog/ntru/ntru_gen.png,NTRU explanatory figure retained under a stable canonical site path.
Lattices/Lattices/Schemes/NTRU/Images/Poly_ring.png,4574,10317c0fd55dd2f83fd82e9d208ca9efc267da558b6df99f9e7a454071edc6e9,integrated-asset,public/images/blog/ntru/poly_ring.png,NTRU explanatory figure retained under a stable canonical site path.
Lattices/Lattices/Schemes/NTRU/Images/prop2.png,47810,2219b259218d8110e1579a80c505f3e5df32bf0b1484d668ba1b7334f21c9b51,integrated-asset,public/images/blog/ntru/prop2.png,NTRU explanatory figure retained under a stable canonical site path.
Lattices/Lattices/Schemes/NTRU/Images/prop_1.png,27648,ced5954549cdc5f876cafc69db42772d5967c7aecfd170d3a6c505e75ace18b3,integrated-asset,public/images/blog/ntru/prop_1.png,NTRU explanatory figure retained under a stable canonical site path.
Lattices/Lattices/Schemes/NTRU/Images/Tdd.png,13946,631c43a4c3b390f022c0a1175ed2bbaeb5889bc539b0aeceb6434ce4f6b72750,integrated-asset,public/images/blog/ntru/tdd.png,NTRU explanatory figure retained under a stable canonical site path.
Lattices/Lattices/Schemes/NTRU/NTRU.md,11767,ff3eb201311f49677ed7ad250288e5837af9833920df82dc36293a2355bd2e6b,integrated-reworked,src/content/blog/ntru-lattice-cryptosystem.md,Core lattice/NTRU material retained in corrected canonical form.
Lattices/Lattices/Schemes/NTRU/NTRU.sage,8340,74f136305439f06c359f67eb9455de23e45b72da55d741cc77dee75be4522232,superseded-by-clean-companion,experiments/lattices/ntru/ntru_toy.py,Original Sage toy mixed correctness and attack logic; replaced by a smaller audited algebra demo.
Lattices/Lattices/src/lattice.sage,1188,e30bcafe4050e710ba0d8ad86d245071eef17182343f3ae1bdba388855220974,superseded-by-clean-companion,experiments/mathematics/linear-algebra-lattices/,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/Lattices/src/lattice.sage.py,2111,803c67978d029ed6ea87d629762c4eceef66628ab14ba501d70dd0db57da2816,superseded-by-clean-companion,experiments/mathematics/linear-algebra-lattices/,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/Lattices/src/LLL.sage,1512,4fe3500af238231ea6e60af56af612b227f683aef2921f114862af2bcdfbe69b,superseded-by-clean-companion,experiments/mathematics/linear-algebra-lattices/,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/Lattices/src/LLL.sage.py,2244,ebdfa8544838312fe76544ffeef1849a76581e1132e756b2e9727d3cc0fe6f55,superseded-by-clean-companion,experiments/mathematics/linear-algebra-lattices/,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/Lattices/src/lwe.sage,1554,5c619c5f0b34c7c34c63a5a9c1e04a6aafc4a71a1f182de1a2ffc7dd9a396989,superseded-by-clean-companion,experiments/lattices/lwe/lwe_demo.py,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/Lattices/src/lwe.sage.py,2042,87d5156dbfca47b9118b5fefa7713164287eee446b2d75d59a2a3c4572a68eba,superseded-by-clean-companion,experiments/lattices/lwe/lwe_demo.py,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/Lattices/src/ringlwe.py,7912,bd78296329b598a965aafedc8a740ef68e8cef66eaa6dbfc79dd46bff645bbb2,superseded-by-clean-companion,experiments/lattices/ring-lwe/ring_lwe_demo.py,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/Lattices/src/ringlwe.sage,1463,dc78894916e43a795eac1d15e3a1d3c4ecb91dc58efd0e2508657c1d50d9994a,superseded-by-clean-companion,experiments/lattices/lwe/lwe_demo.py,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/Lattices/src/ringlwe.sage.py,2123,86d83f68337b7ed7b1365eede6ffe2db667bc4917b24d73398fee85e5851fa91,superseded-by-clean-companion,experiments/lattices/lwe/lwe_demo.py,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/Lattices/src/SIS.py,240,92a7bbe06e9d7426ab04c55df71f165a51b20db906bf1edc3f64f09c894b5fdb,superseded-by-clean-companion,experiments/lattices/sis/sis_demo.py,Older exploratory implementation replaced by the existing/reviewed or newly cleaned companion code.
Lattices/LWE-KEX-master.zip,7666,d7f7bee53ed8e1d6695adbc04ae27ca71ab4d2b21ce56e07fe03f2450b0f7af6,historical-reference-only,src/content/blog/modern-lattice-pqc.md,Historical Regev/Ding/Peikert/NewHope Sage archive; useful context but not a current standardized KEM implementation.
Lattices/Material/TU-E Theses/Cryptanalysis of RSA variants using small roots of polynomials.pdf,1064673,7da6b0b59f095cdb9f19570c6b9be881ad986bf3f161ff70442df443921ad0fb,excluded-paper-or-pdf,—,Paper/thesis excluded under the compact-master policy requested by the user.
Lattices/Material/TU-E Theses/Lattice cryptanalysis.pdf,1705834,5f506716ef0a79e2b963b1abe116ba041b348a8bb3da9a9af77fb6443f1d2989,excluded-paper-or-pdf,—,Paper/thesis excluded under the compact-master policy requested by the user.
Lattices/Material/TU-E Theses/Search problems in cryptography From fingerprinting to lattice sieving.pdf,8171465,5353a65f6b239de13c0ba9f5b027350d31aa27751d0ca19301c8dbc7eaf3e600,excluded-paper-or-pdf,—,Paper/thesis excluded under the compact-master policy requested by the user.
Lattices/ntru-main/ntru-main/DraziotisAttack.md,5291,a490e999fb793c6e576fd53dc8b0949845dff317f45fb1c4180a52e93e2c8bda,integrated-conceptually,src/content/blog/lattice-cryptanalysis-bridge.md,"Message-recovery/Babai attack retained as a carefully qualified cryptanalysis example, not as a generic NTRU break."
Lattices/ntru-main/ntru-main/fullattack.sage,10094,33a7b26a5cf21217b5cdce19c6e6d092fb2a69905deb1e4f5f4c685abe711b83,reference-only,src/content/blog/lattice-cryptanalysis-bridge.md,NTRU attack source/figures remain provenance only; active attack code is not duplicated.
Lattices/ntru-main/ntru-main/fullattack.sage.py,10715,d2c099a4ad537fd6b209a8b07e1289c1b853076b0d9796fd6f4c1db692c29c71,reference-only,src/content/blog/lattice-cryptanalysis-bridge.md,NTRU attack source/figures remain provenance only; active attack code is not duplicated.
Lattices/ntru-main/ntru-main/images/2022-03-06_17-24.png,37882,72d7c8326f5253a9dac95c2189f378d23632bab8e3c55b5f6c01da90b3221070,reference-only,src/content/blog/lattice-cryptanalysis-bridge.md,NTRU attack source/figures remain provenance only; active attack code is not duplicated.
Lattices/ntru-main/ntru-main/images/2022-03-06_17-39.png,21731,91b207f023a19dfdd3c8772761027af4749eb4c34f577456c0ecdad45570198e,reference-only,src/content/blog/lattice-cryptanalysis-bridge.md,NTRU attack source/figures remain provenance only; active attack code is not duplicated.
Lattices/ntru-main/ntru-main/images/2022-03-06_18-17.png,43351,597e9ea8bf7df58153b6bf2951f5a327fa26d3b6076ee94eec1e2f3ed87c3668,reference-only,src/content/blog/lattice-cryptanalysis-bridge.md,NTRU attack source/figures remain provenance only; active attack code is not duplicated.
Lattices/ntru-main/ntru-main/images/2022-03-09_23-34.png,69454,eb4fe9932268a1fb7917b03564f6f2f639d725aec92a8279548ae1420fc3ca9e,reference-only,src/content/blog/lattice-cryptanalysis-bridge.md,NTRU attack source/figures remain provenance only; active attack code is not duplicated.
Lattices/ntru-main/ntru-main/images/2022-03-14_14-59.png,48102,58d9c349118de8d49d620f6a9285714232063a8d69a8673b5bee5f833ed08872,reference-only,src/content/blog/lattice-cryptanalysis-bridge.md,NTRU attack source/figures remain provenance only; active attack code is not duplicated.
Lattices/ntru-main/ntru-main/ntru_large_matrices_reduction.ipynb,3738,57eebc86cdeb02537581ac30109d6129b3aecd1976b564749d62b64db237d48f,reference-only,src/content/blog/lattice-cryptanalysis-bridge.md,NTRU attack source/figures remain provenance only; active attack code is not duplicated.
Lattices/ntru-main/ntru-main/reduced_matrices/a_N677q2048y2.5.txt,1424,bf46b36a6c265f6417b33b6538bd271684ef371e1fdf2eddf4295a52341d34df,discarded-large-experimental-data,—,Large pre-reduced matrices are experiment artifacts and are not required by the canonical site.
Lattices/ntru-main/ntru-main/reduced_matrices/reduced_matrixN509q2048y2.5.txt,3597849,1d8ba27011533b614b7474783c8166b121a14e21991b8cf6b6b38e6805121d6b,discarded-large-experimental-data,—,Large pre-reduced matrices are experiment artifacts and are not required by the canonical site.
Lattices/ntru-main/ntru-main/reduced_matrices/reduced_matrixN509q2048y2.5_old.txt,3708656,b582d208f5ef2eb03d486c9d5accc9d07621b1b18ec7e7fb9616173c2e1d1076,discarded-large-experimental-data,—,Large pre-reduced matrices are experiment artifacts and are not required by the canonical site.
Lattices/ntru-main/ntru-main/reduced_matrices/reduced_matrixN557q8192y2.5.txt,4303555,d6eebc89d79dc81aeea4502d23a5389b105f771d51393dda452d853c1711a067,discarded-large-experimental-data,—,Large pre-reduced matrices are experiment artifacts and are not required by the canonical site.
Lattices/ntru-main/ntru-main/reduced_matrices/reduced_matrixN677q2048y2.5.txt,6180185,4976c2e53e640a4e1274d5d4fcb476669ff2876a3029a216807968a614b300ad,discarded-large-experimental-data,—,Large pre-reduced matrices are experiment artifacts and are not required by the canonical site.
Lattices/oxford-lattice-school-lessons-master.zip,3797466,68b11beef158aedaa7fa88a01cbf93b0120107d9db3901554439216ba6c90ce1,reference-only-third-party,src/content/blog/lll-lattice-reduction-foundations.md,Oxford lattice-school archive used as a reference for BKZ/GSA/attack context; not bundled.
Lattices/RSA-and-LLL-attacks-master.zip,6436366,cc904fcea15155b657255004239c7ddac46066525bd4d2021250c7a69bd47913,superseded-by-canonical-work,src/content/blog/17-rsa-coppersmith-from-zero.md,Older RSA/LLL archive is superseded by the existing RSA Deep Dives and tested Coppersmith/Boneh-Durfee material.
