source_path,size_bytes,sha256,disposition,canonical_destination,notes
Part2/KEMS/cr.yp.to_ 2023.10.23_ Reducing _gate_ counts for Kyber-512.pdf,238954,33dfd409360ad7b648320af88d984271db32ac4dcb2dc4c247aa0b4bafa811ef,reference-only/source-bundle,.local-reference-library/source-batches/Part2.zip,Kyber cost-analysis reference retained for future PQC work; not elevated to a canonical conclusion from one source.
Part2/KEMS/QFESTA-SageMath-main.zip,68259,9b5d669e0e6160df915a0697d48393755c07edee569967a7782dba3cee8ce2e5,integrated/reworked,src/content/blog/qfesta-isogeny-kem-research-note.md,QFESTA proof-of-concept mined for a conservative research note; the third-party Sage archive remains only in the exact source batch.
Part2/Linear Cryptanalysis/Dual_EC_DRBG.md,6266,b633d0986a77639686b9468004f5f4de0ef7edaedbabb38e3cb0511e453f462f,integrated/reworked,src/content/blog/dual-ec-drbg-backdoor-lesson.md,Markdown version used as source; consolidated with notebook/PRNG notes and technically corrected.
Part2/Linear Cryptanalysis/Geffe_LFSR_correlation_attack.md,5623,3488811857f59ee56add6b1ecaef03d4ead7d552402e0198234e29f3e6bb51e3,integrated/reworked,src/content/blog/geffe-generator-correlation-attack.md,Markdown version used as source; consolidated with notebook/PRNG notes and technically corrected.
Part2/Linear Cryptanalysis/Linear Cryptanalysis.ipynb,349773,56e0501f152eb8f8f8ede081e63df10bfcb8a72d81225aa09e92323fee69c845,superseded by stronger canonical work,src/content/blog/matsui-linear-cryptanalysis.md,True linear-cryptanalysis notebook overlaps the reviewed Matsui article and test suite already canonical in CryptoCave.
Part2/Linear Cryptanalysis/Linear_congruential_generator.md,2969,19bbe63eed2aee7b2be22243add77c8f79f0cc2f19e0ce9ce79955c56e95063b,integrated/reworked,src/content/blog/linear-congruential-generators-predictability.md,Markdown version used as source; consolidated with notebook/PRNG notes and technically corrected.
Part2/Linear Cryptanalysis/Linear_Feedback_Shift_Registers.md,7050,1ef77cc6ac4cb80d15ef8f4437b5621d8d70c7cf5660100935b862e1e181a4a0,integrated/reworked,src/content/blog/lfsr-linear-complexity.md,Markdown version used as source; consolidated with notebook/PRNG notes and technically corrected.
Part2/Linear Cryptanalysis/PRG_and_ChaCha_example.md,15600,f31a085186c3a2a0eadb52aea3ff0e199f9381cacfff3ce89cec8225900bf319,integrated/reworked,src/content/blog/chacha20-arx-stream-cipher.md,Markdown version used as source; consolidated with notebook/PRNG notes and technically corrected.
Part2/Linear Cryptanalysis/RC4.md,6432,8cbfc8dee1337ae1c9480ae703cfd7e42a70c825f9a1372b43a85fd01600e22d,integrated/reworked,src/content/blog/rc4-biases-fms-obsolete.md,Markdown version used as source; consolidated with notebook/PRNG notes and technically corrected.
Part2/Machine Learning/Adversarial AI/1810.01185v2.pdf,900216,e9fc5e052ea189032f9e60381b29a42cd2b8d5610730c74ca997274b758e5adb,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/mnist_cnn.pt,4801743,9221b04dafd87cd275c99e67e35611a44276698101742d08308a13e8378f8a81,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/test.py,5035,5d7c1038df631e98b68225cad1f211d91b03d2c5a2d9ec756125a0e287c020c1,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/.gitignore,4517,48a3db327d3261ef6bdf4aba4f6eef931e89f4bdda2666b3b9bd6a92b370e285,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/.ipynb_checkpoints/adversarial_tutorial-checkpoint.ipynb,747588,b705b07170ce0c65fb6338d45ba25c0e3f4164ec18fe5c545ea3ee660a919201,discarded generated artifact,,Generated cache/checkpoint; no canonical value.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/adversarial_tutorial.css,80,07bb51582b3b92ff9a3475f538399f27521f8ab74811206cb9df4a302fc593b1,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/adversarial_tutorial.ipynb,747588,b705b07170ce0c65fb6338d45ba25c0e3f4164ec18fe5c545ea3ee660a919201,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/.ipynb_checkpoints/adversarial_tutorial-checkpoint.ipynb,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/irises/iris_setosa.jpg,110722,fdfba582c68ece9fb2c963c96887d9f704383f9f90b0b82bec108ad80ee2b480,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/irises/iris_versicolor.jpg,219216,4b5936dcb1eda6662ecd33320ed52286fd9248a1bcdcda78efb411dcd0c99f1d,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/irises/Iris_virginica.jpg,228449,9b40079eb4b92ef95a353a1e3e3b86d143ee783b5122d937236e1cca0e9379d2,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/manifold.png,657685,96c319c332e04a6d681a4f2499685f6520f36ab982c7c4916cdc7b697b864ca5,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/manifold_adversarial.png,182056,c839a305e811222941ff0a7f8a3193b9a50266de8c3f0d4f9cc2f7c6a7afe266,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/1.1.jpg,25042,9f75dc7838de37ac979bf953e71c1920c6a66ed351a74a6dca39214fd86ab4a8,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/1.2.jpg,16435,99f3bfea513e16a955b3a295cdc7325abc91a0cb9ee978ebacf482c910f08c81,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/1.jpg,6986,6f6abeae37652330c439557ccd9b06f2e35014e8351c36a901bcd8a7e87d969f,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/apple_side.jpg,22852,e461a3c2e2046aae7e3a9c126b2aab69b9e39de644a601fdc21679790233568a,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/apple_weird.png,1212518,ae2c4473f4f82172071d441e14e050ed4c6a3f35dca358f77667f8a12634a273,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/attacker.png,161267,fcb26c86ce2bae0d8ceabdc7de1ec5af60d78acd3b9554e589e39868e8255d24,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/attack_classification.png,16942,c689773bcc1a5f31f7d0b637bb2d8b5d8b4693e46a47d0a7b4c1b9987b0793bf,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/bbox.png,161358,ba5d2961a1acef7f0ea3e992ef470cb1358b88d29b739f52e31de4d3ebc2f9b0,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/causative_attacks.png,172288,5388fe9c3fa32a5dac1bb9d8e9b9c16217ba0ac074b8b588ca1e3c304bb00bd7,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/causative_attacks_formal.png,179169,47efa83ea5cbc351dfa39324aed717decf7a9552f08263db1e089e14837b6cad,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/exploratory_attacks.png,171908,5f4b732e795c1743648328d7c206a6e9b2249c4819b10f2f653644e0e5c699a4,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/exploratory_attacks_formal.png,177707,03b4f1c2c4a7d835ab45834f1128d01d675abb7bb19e68fe125c122bcfc695a4,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/gbox.png,161772,f1cff3774624696a3cc760db6a5eb2eedfe48807f9f42e2ef1549266696207c0,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/ml_pipeline.png,86255,2d3d2c5b735d03a32870273fe6978842078ce616738ce6936d32092ed762c9d6,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/ml_pipeline_formal.png,90179,033a1df7975d4fa95f179c07193001123aa6ad34d1852e2fa3b9bb026e34ef72,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/ml_pipeline_risk.png,398234,955dceb68cdd87d0eb9ae271abe33193266a2b9d30fc76f1c9c83eb539facd27,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/model_extraction.png,172242,ba3970b85a3fd58efe0411b65fde22c14bb8dddbe3ef350b79e96a7426f7b169,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/model_extraction_fomal.png,175113,043c6f524d9b8884ce44e97d5ac2b642df23e645ef66728b477b3d55b52d2e25,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/model_inversion.png,172383,9a59afa3a67f4ea69f03897949d7725f7e950e9be9ccd76bb17f19b0153b81bb,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/model_inversion_formal.png,176073,390be5ae2161ac8e59038a47d97010f53aa35cd5dfd0a9c246260b91693cacbb,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/wbox.png,162651,7cfa78baeecefd0051b97161eae6697e713c9967e24d0aea6caed54358b1843e,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/back_prop.png,61221,d04087b69625879bae2ca20f72a1d2e1be26660c57d1186e4c00879e03ee89cc,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/forward_prop.png,29716,be7d9b90ff2d7dce6273d6e8e02ca5500b0d147c1aa9041e85042532400065f6,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/ml.png,281934,e14709789af57b20edafd5e3c0cd2b5402c1aa742402a9cad5238cabe0add7d2,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/ml_focus.png,282832,4da98ac8eef6e58842603c531193426866b8324f4787fec195a3174d4778e125,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/approx.png,63160,de793b55b7954e4efff42920ca62722c86d78e0281462a85b3af896ac9297501,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/approx2.png,11835,e1f19468f70597642e8dd1bf7d0a5aa8b9ad73f9f06f592860ed34412d742109,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/fx.png,7175,66501d6521b26dffde4d179618e80be97522192420ce0bbb3e477c7ab7aea636,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/multi1.png,16294,4394740908a187fc9d6b690edd79df1e36076526677097a51aa5614e5dfe1533,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/multi2.png,72012,f0ad3270cddf65a26de9cd65ae1354c209e8e93c1eb77cf841b441875d1164af,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/multi3.png,86758,f5b061818a38c2a1da5100520c6626fccd69e51d601c1d3719466edad9eb49d1,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/1.1.jpg,25042,9f75dc7838de37ac979bf953e71c1920c6a66ed351a74a6dca39214fd86ab4a8,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/1.1.jpg,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/1.2.jpg,16435,99f3bfea513e16a955b3a295cdc7325abc91a0cb9ee978ebacf482c910f08c81,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/1.2.jpg,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/1.jpg,6986,6f6abeae37652330c439557ccd9b06f2e35014e8351c36a901bcd8a7e87d969f,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/1.jpg,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/3d decision boundaries.jpeg,190174,da742cb3b3366bc95dbf4c846562ade503df0cfd44253ca25a04441f9b3a0d74,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/apple_side.jpg,22852,e461a3c2e2046aae7e3a9c126b2aab69b9e39de644a601fdc21679790233568a,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/apple_side.jpg,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/apple_weird.png,1212518,ae2c4473f4f82172071d441e14e050ed4c6a3f35dca358f77667f8a12634a273,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/apple_weird.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/back_prop.png,61221,d04087b69625879bae2ca20f72a1d2e1be26660c57d1186e4c00879e03ee89cc,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/back_prop.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/forward_prop.png,29716,be7d9b90ff2d7dce6273d6e8e02ca5500b0d147c1aa9041e85042532400065f6,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/forward_prop.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/logistic.png,48296,bd851096e5a4769653dce4f41ed65527abd42296c8c907629158e9d2f598f21b,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/manifold.png,657685,96c319c332e04a6d681a4f2499685f6520f36ab982c7c4916cdc7b697b864ca5,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/manifold.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/manifold_adversarial.png,182056,c839a305e811222941ff0a7f8a3193b9a50266de8c3f0d4f9cc2f7c6a7afe266,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/manifold_adversarial.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/ml.png,281934,e14709789af57b20edafd5e3c0cd2b5402c1aa742402a9cad5238cabe0add7d2,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/ml.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/ml_focus.png,282832,4da98ac8eef6e58842603c531193426866b8324f4787fec195a3174d4778e125,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/ml_focus.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/optimization.gif,28767025,9db8654131b6cf735a3692ebee5f6c78bcb9270bb715d68dd2e48278256a570f,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/universal/approx.png,63160,de793b55b7954e4efff42920ca62722c86d78e0281462a85b3af896ac9297501,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/approx.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/universal/approx2.png,11835,e1f19468f70597642e8dd1bf7d0a5aa8b9ad73f9f06f592860ed34412d742109,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/approx2.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/universal/fx.png,7175,66501d6521b26dffde4d179618e80be97522192420ce0bbb3e477c7ab7aea636,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/fx.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/universal/multi1.png,16294,4394740908a187fc9d6b690edd79df1e36076526677097a51aa5614e5dfe1533,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/multi1.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/universal/multi2.png,72012,f0ad3270cddf65a26de9cd65ae1354c209e8e93c1eb77cf841b441875d1164af,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/multi2.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part1/universal/multi3.png,86758,f5b061818a38c2a1da5100520c6626fccd69e51d601c1d3719466edad9eb49d1,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/universal/multi3.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part2/attackers/adv_inputs.png,51236,43307dc686adc8769b04a5da322cb1089f2a46a230c3a3c80b8a75d4e827bd90,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part2/attackers/attacker.png,161267,fcb26c86ce2bae0d8ceabdc7de1ec5af60d78acd3b9554e589e39868e8255d24,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/attacker.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part2/attackers/attack_classification.png,16942,c689773bcc1a5f31f7d0b637bb2d8b5d8b4693e46a47d0a7b4c1b9987b0793bf,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/attack_classification.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part2/attackers/bbox.png,161358,ba5d2961a1acef7f0ea3e992ef470cb1358b88d29b739f52e31de4d3ebc2f9b0,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/bbox.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part2/attackers/causative.png,52085,c61f31dc688e97192ab44ec7bd172f80b4af370d18e08418f86e4c1d9a22e76a,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part2/attackers/gbox.png,161772,f1cff3774624696a3cc760db6a5eb2eedfe48807f9f42e2ef1549266696207c0,exact duplicate within Part2,Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/old_photos/attackers/gbox.png,Byte-identical to an earlier Part 2 source entry; retained once through the exact source archive.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part2/attackers/ml_pipeline.png,32100,fea7899d084955d571d9b7a892c349b77883986f245d4807a0df3a4324084912,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
Part2/Machine Learning/Adversarial AI/Codes/tutorial_adversarialml-master/figures/part2/attackers/model_extraction.png,48524,a6e483c31e82be8eca0c78c493ea33ac0af5094cc778c8ca059ecc2bd7b5f542,out-of-scope reference-only,.local-reference-library/source-batches/Part2.zip,Adversarial-ML/teaching material is outside the current cryptography knowledge-base scope; retained only in the exact source batch.
